food_name,dietary_type,meal_type,calories,protein,carbs,fats,portion_size,preparation_time,cuisine_type,ingredients,cooking_method,allergens,seasonality,difficulty_level,recipe_link
Vegan Stir-Fry 463,Vegan,Dinner,555,39,5,18,1 serving(s),55,American,"Ingredient 2, Ingredient 13",Boil,fish,Fall,Easy,https://example.com/recipe_463
Tofu Curry 464,Mediterranean,Snacks,265,16,85,13,2 serving(s),26,American,"Ingredient 2, Ingredient 18",Grill,dairy,Winter,Easy,https://example.com/recipe_464
Vegan Stir-Fry 465,No Restrictions,Snacks,581,39,14,23,3 serving(s),42,Indian,"Ingredient 10, Ingredient 20",Grill,None,Winter,Medium,https://example.com/recipe_465
Smoothie 466,No Restrictions,Lunch,591,40,92,15,3 serving(s),54,Asian,"Ingredient 2, Ingredient 18",Air-fry,soy,Fall,Hard,https://example.com/recipe_466
Keto Egg Salad 467,Gluten-Free,Breakfast,516,49,61,44,2 serving(s),59,Middle Eastern,"Ingredient 1, Ingredient 14",No-Cook,shellfish,All Year,Easy,https://example.com/recipe_467
Vegan Stir-Fry 468,Keto,Post-workout,439,12,23,28,1 serving(s),46,American,"Ingredient 5, Ingredient 13",Boil,eggs,All Year,Easy,https://example.com/recipe_468
Grilled Chicken 469,No Restrictions,Snacks,613,42,88,20,3 serving(s),22,American,"Ingredient 3, Ingredient 19",Boil,eggs,Summer,Medium,https://example.com/recipe_469
Vegan Stir-Fry 470,Gluten-Free,Pre-workout,259,12,81,18,2 serving(s),49,Middle Eastern,"Ingredient 8, Ingredient 16",Boil,nuts,All Year,Easy,https://example.com/recipe_470
Chicken Wrap 471,Mediterranean,Snacks,417,9,10,8,1 serving(s),24,Mediterranean,"Ingredient 3, Ingredient 12",Slow-cook,eggs,Fall,Easy,https://example.com/recipe_471
Oatmeal 472,Paleo,Lunch,607,20,56,48,3 serving(s),29,Mexican,"Ingredient 6, Ingredient 20",Pan-fry,nuts,Fall,Medium,https://example.com/recipe_472
Salmon Steak 473,Paleo,Pre-workout,248,21,97,15,3 serving(s),25,Middle Eastern,"Ingredient 1, Ingredient 20",Slow-cook,None,Summer,Easy,https://example.com/recipe_473
Tofu Curry 474,Vegetarian,Post-workout,138,29,45,13,3 serving(s),30,Mexican,"Ingredient 4, Ingredient 11",Boil,gluten,Fall,Hard,https://example.com/recipe_474
Pasta Primavera 475,Vegetarian,Breakfast,779,29,54,50,2 serving(s),13,Middle Eastern,"Ingredient 1, Ingredient 20",No-Cook,dairy,Fall,Easy,https://example.com/recipe_475
Keto Egg Salad 476,Keto,Lunch,264,19,73,9,3 serving(s),20,Middle Eastern,"Ingredient 9, Ingredient 13",Bake,None,Fall,Easy,https://example.com/recipe_476
Keto Egg Salad 477,Keto,Post-workout,360,36,86,39,2 serving(s),24,American,"Ingredient 6, Ingredient 12",Bake,shellfish,Summer,Hard,https://example.com/recipe_477
Oatmeal 478,Gluten-Free,Snacks,486,23,1,33,2 serving(s),44,Indian,"Ingredient 3, Ingredient 13",Pan-fry,nuts,All Year,Medium,https://example.com/recipe_478
Chicken Wrap 479,Paleo,Dinner,109,20,46,38,1 serving(s),10,American,"Ingredient 4, Ingredient 12",Pan-fry,soy,Summer,Hard,https://example.com/recipe_479
Smoothie 480,Vegan,Lunch,234,11,46,12,1 serving(s),32,International,"Ingredient 1, Ingredient 15",Boil,soy,Summer,Hard,https://example.com/recipe_480
Tofu Curry 481,Mediterranean,Dinner,520,29,92,34,2 serving(s),24,Asian,"Ingredient 1, Ingredient 20",Bake,shellfish,Fall,Easy,https://example.com/recipe_481
Chicken Wrap 482,Keto,Dinner,590,42,2,15,3 serving(s),22,Middle Eastern,"Ingredient 8, Ingredient 20",Steam,fish,Summer,Hard,https://example.com/recipe_482
Tofu Curry 483,Paleo,Dinner,471,19,38,8,2 serving(s),54,International,"Ingredient 1, Ingredient 18",Bake,nuts,Summer,Easy,https://example.com/recipe_483
Vegan Stir-Fry 484,Vegan,Dinner,706,38,3,7,1 serving(s),7,Indian,"Ingredient 2, Ingredient 14",Bake,nuts,Summer,Easy,https://example.com/recipe_484
Oatmeal 485,Mediterranean,Dinner,618,19,23,8,3 serving(s),5,Mexican,"Ingredient 9, Ingredient 11",Bake,gluten,Winter,Easy,https://example.com/recipe_485
Chicken Wrap 486,Gluten-Free,Post-workout,330,23,53,49,3 serving(s),6,Italian,"Ingredient 3, Ingredient 11",Grill,dairy,Spring,Easy,https://example.com/recipe_486
Pasta Primavera 487,Gluten-Free,Snacks,701,9,44,1,1 serving(s),24,American,"Ingredient 7, Ingredient 14",No-Cook,eggs,Fall,Hard,https://example.com/recipe_487
Chicken Wrap 488,Vegan,Snacks,288,42,8,15,1 serving(s),41,American,"Ingredient 8, Ingredient 16",Steam,fish,Summer,Easy,https://example.com/recipe_488
Pasta Primavera 489,No Restrictions,Post-workout,151,8,12,14,1 serving(s),36,International,"Ingredient 8, Ingredient 13",Slow-cook,gluten,Spring,Medium,https://example.com/recipe_489
Vegan Stir-Fry 490,Vegetarian,Post-workout,519,14,60,20,2 serving(s),50,Mediterranean,"Ingredient 7, Ingredient 19",Grill,eggs,Winter,Hard,https://example.com/recipe_490
Chicken Wrap 491,No Restrictions,Snacks,180,26,81,43,1 serving(s),60,Italian,"Ingredient 9, Ingredient 17",Steam,shellfish,Winter,Easy,https://example.com/recipe_491
Chicken Wrap 492,Vegan,Pre-workout,295,24,65,22,3 serving(s),13,American,"Ingredient 7, Ingredient 11",Boil,soy,Summer,Medium,https://example.com/recipe_492
Tofu Curry 493,Vegetarian,Pre-workout,267,9,27,44,2 serving(s),14,Middle Eastern,"Ingredient 10, Ingredient 13",Pan-fry,dairy,Summer,Easy,https://example.com/recipe_493
Tofu Curry 494,Vegetarian,Snacks,713,22,33,15,2 serving(s),54,Mexican,"Ingredient 6, Ingredient 11",No-Cook,eggs,Winter,Medium,https://example.com/recipe_494
Vegan Stir-Fry 495,Vegan,Snacks,424,23,29,21,2 serving(s),6,Indian,"Ingredient 7, Ingredient 14",No-Cook,fish,Winter,Easy,https://example.com/recipe_495
Grilled Chicken 496,No Restrictions,Snacks,646,8,97,5,1 serving(s),36,International,"Ingredient 3, Ingredient 18",Steam,nuts,Fall,Medium,https://example.com/recipe_496
Oatmeal 497,Vegetarian,Snacks,698,48,65,7,3 serving(s),37,Indian,"Ingredient 7, Ingredient 16",No-Cook,None,Spring,Hard,https://example.com/recipe_497
Chicken Wrap 498,Mediterranean,Dinner,399,9,14,48,3 serving(s),6,Asian,"Ingredient 7, Ingredient 17",Slow-cook,soy,All Year,Medium,https://example.com/recipe_498
Smoothie 499,Vegetarian,Lunch,576,14,84,34,2 serving(s),17,Asian,"Ingredient 3, Ingredient 11",Slow-cook,None,Spring,Hard,https://example.com/recipe_499
Vegan Stir-Fry 500,Keto,Post-workout,718,19,44,45,3 serving(s),19,Middle Eastern,"Ingredient 2, Ingredient 16",No-Cook,fish,Summer,Hard,https://example.com/recipe_500
Grilled Chicken 501,Mediterranean,Post-workout,525,16,50,29,1 serving(s),55,Italian,"Ingredient 1, Ingredient 11",Grill,gluten,All Year,Hard,https://example.com/recipe_501
Oatmeal 502,Vegan,Lunch,703,42,10,38,2 serving(s),11,Mexican,"Ingredient 3, Ingredient 11",No-Cook,nuts,All Year,Medium,https://example.com/recipe_502
Grilled Chicken 503,Vegetarian,Post-workout,100,7,84,50,2 serving(s),12,Mexican,"Ingredient 8, Ingredient 12",Air-fry,None,All Year,Easy,https://example.com/recipe_503
Smoothie 504,Vegan,Lunch,363,35,46,12,2 serving(s),48,Asian,"Ingredient 4, Ingredient 11",Pan-fry,gluten,Fall,Medium,https://example.com/recipe_504
Oatmeal 505,Paleo,Snacks,686,6,98,48,3 serving(s),13,International,"Ingredient 4, Ingredient 15",Pan-fry,None,All Year,Medium,https://example.com/recipe_505
Vegan Stir-Fry 506,No Restrictions,Snacks,585,47,32,11,2 serving(s),40,Mediterranean,"Ingredient 4, Ingredient 11",Steam,soy,Spring,Hard,https://example.com/recipe_506
Vegan Stir-Fry 507,No Restrictions,Pre-workout,135,19,9,20,2 serving(s),13,Italian,"Ingredient 10, Ingredient 19",Air-fry,None,Spring,Easy,https://example.com/recipe_507
Smoothie 508,Keto,Post-workout,269,19,45,45,1 serving(s),22,Asian,"Ingredient 3, Ingredient 20",Bake,dairy,Winter,Easy,https://example.com/recipe_508
Grilled Chicken 509,Mediterranean,Lunch,137,33,45,31,3 serving(s),41,Mediterranean,"Ingredient 8, Ingredient 19",Boil,shellfish,Summer,Easy,https://example.com/recipe_509
Salmon Steak 510,Vegan,Breakfast,377,44,57,33,1 serving(s),15,International,"Ingredient 9, Ingredient 15",Pan-fry,soy,Spring,Medium,https://example.com/recipe_510
Smoothie 511,Keto,Pre-workout,230,36,69,27,3 serving(s),53,Middle Eastern,"Ingredient 3, Ingredient 17",Grill,gluten,All Year,Easy,https://example.com/recipe_511
Quinoa Bowl 512,Keto,Lunch,336,27,81,9,2 serving(s),42,American,"Ingredient 8, Ingredient 17",Air-fry,None,All Year,Hard,https://example.com/recipe_512
Pasta Primavera 513,Gluten-Free,Post-workout,530,23,84,41,1 serving(s),41,Italian,"Ingredient 1, Ingredient 16",Air-fry,soy,Fall,Easy,https://example.com/recipe_513
Keto Egg Salad 514,Paleo,Breakfast,133,16,5,3,1 serving(s),39,Mexican,"Ingredient 10, Ingredient 15",Slow-cook,fish,Spring,Hard,https://example.com/recipe_514
Pasta Primavera 515,Gluten-Free,Pre-workout,480,21,30,6,3 serving(s),50,Middle Eastern,"Ingredient 6, Ingredient 18",No-Cook,eggs,Fall,Hard,https://example.com/recipe_515
Quinoa Bowl 516,Vegetarian,Breakfast,303,13,74,50,1 serving(s),35,Middle Eastern,"Ingredient 3, Ingredient 12",Air-fry,None,All Year,Easy,https://example.com/recipe_516
Pasta Primavera 517,No Restrictions,Post-workout,631,49,56,49,1 serving(s),38,Mediterranean,"Ingredient 6, Ingredient 12",Bake,soy,Summer,Medium,https://example.com/recipe_517
Quinoa Bowl 518,Vegan,Pre-workout,226,26,11,19,3 serving(s),20,Italian,"Ingredient 9, Ingredient 20",Pan-fry,nuts,All Year,Medium,https://example.com/recipe_518
Keto Egg Salad 519,Gluten-Free,Snacks,450,32,0,16,2 serving(s),28,Indian,"Ingredient 5, Ingredient 12",Pan-fry,soy,Winter,Easy,https://example.com/recipe_519
Tofu Curry 520,Vegan,Lunch,542,30,38,45,1 serving(s),22,International,"Ingredient 8, Ingredient 18",Pan-fry,nuts,Winter,Hard,https://example.com/recipe_520
Keto Egg Salad 521,No Restrictions,Breakfast,286,9,18,31,2 serving(s),51,Middle Eastern,"Ingredient 8, Ingredient 17",Bake,nuts,All Year,Easy,https://example.com/recipe_521
Chicken Wrap 522,Keto,Post-workout,538,40,84,7,3 serving(s),15,Middle Eastern,"Ingredient 8, Ingredient 19",Grill,None,Spring,Easy,https://example.com/recipe_522
Tofu Curry 523,Vegetarian,Dinner,431,36,14,49,1 serving(s),11,International,"Ingredient 3, Ingredient 11",Bake,None,Fall,Easy,https://example.com/recipe_523
Grilled Chicken 524,Vegan,Breakfast,161,5,59,29,3 serving(s),35,Asian,"Ingredient 2, Ingredient 18",Pan-fry,soy,Summer,Hard,https://example.com/recipe_524
Tofu Curry 525,No Restrictions,Breakfast,430,36,75,43,1 serving(s),22,Asian,"Ingredient 7, Ingredient 19",Boil,gluten,Spring,Easy,https://example.com/recipe_525
Chicken Wrap 526,Vegetarian,Breakfast,701,15,59,36,3 serving(s),50,Indian,"Ingredient 10, Ingredient 20",Pan-fry,shellfish,Fall,Easy,https://example.com/recipe_526
Grilled Chicken 527,Vegan,Snacks,718,34,52,42,3 serving(s),52,Mexican,"Ingredient 8, Ingredient 14",Boil,gluten,Spring,Medium,https://example.com/recipe_527
Grilled Chicken 528,Mediterranean,Post-workout,569,9,79,33,3 serving(s),56,Italian,"Ingredient 9, Ingredient 19",Pan-fry,eggs,Summer,Easy,https://example.com/recipe_528
Keto Egg Salad 529,Vegan,Post-workout,345,8,93,30,2 serving(s),33,Mexican,"Ingredient 1, Ingredient 11",Boil,shellfish,All Year,Hard,https://example.com/recipe_529
Tofu Curry 530,No Restrictions,Breakfast,294,29,45,23,1 serving(s),60,Mediterranean,"Ingredient 3, Ingredient 19",Steam,dairy,Winter,Easy,https://example.com/recipe_530
Chicken Wrap 531,Vegetarian,Lunch,787,39,56,12,3 serving(s),40,American,"Ingredient 3, Ingredient 15",Steam,shellfish,Winter,Hard,https://example.com/recipe_531
Keto Egg Salad 532,Keto,Snacks,503,6,49,10,3 serving(s),47,Mexican,"Ingredient 2, Ingredient 14",Boil,fish,Fall,Easy,https://example.com/recipe_532
Quinoa Bowl 533,Mediterranean,Lunch,383,22,62,41,3 serving(s),16,Mediterranean,"Ingredient 10, Ingredient 12",No-Cook,shellfish,Spring,Hard,https://example.com/recipe_533
Quinoa Bowl 534,Vegan,Pre-workout,150,17,94,45,1 serving(s),48,Italian,"Ingredient 8, Ingredient 15",Grill,eggs,Summer,Hard,https://example.com/recipe_534
Pasta Primavera 535,Gluten-Free,Pre-workout,253,12,46,18,1 serving(s),38,Mexican,"Ingredient 3, Ingredient 12",Boil,gluten,Summer,Easy,https://example.com/recipe_535
Salmon Steak 536,Gluten-Free,Pre-workout,436,18,44,50,3 serving(s),9,Italian,"Ingredient 5, Ingredient 15",Boil,fish,Summer,Medium,https://example.com/recipe_536
Keto Egg Salad 537,Vegetarian,Pre-workout,464,29,81,33,1 serving(s),54,Mediterranean,"Ingredient 3, Ingredient 19",Slow-cook,eggs,Spring,Medium,https://example.com/recipe_537
Pasta Primavera 538,Keto,Post-workout,662,19,92,40,3 serving(s),12,American,"Ingredient 7, Ingredient 13",Bake,eggs,Winter,Medium,https://example.com/recipe_538
Vegan Stir-Fry 539,No Restrictions,Lunch,233,20,68,40,3 serving(s),43,Italian,"Ingredient 4, Ingredient 13",Steam,nuts,Fall,Hard,https://example.com/recipe_539
Quinoa Bowl 540,Mediterranean,Breakfast,172,32,91,25,2 serving(s),17,International,"Ingredient 2, Ingredient 19",Grill,nuts,Spring,Hard,https://example.com/recipe_540
Tofu Curry 541,Gluten-Free,Post-workout,136,13,21,30,2 serving(s),22,Middle Eastern,"Ingredient 3, Ingredient 20",Steam,soy,Winter,Hard,https://example.com/recipe_541
Quinoa Bowl 542,Mediterranean,Lunch,557,19,93,27,1 serving(s),40,Asian,"Ingredient 5, Ingredient 14",Boil,shellfish,Spring,Easy,https://example.com/recipe_542
Keto Egg Salad 543,Vegetarian,Dinner,222,24,9,34,2 serving(s),53,International,"Ingredient 7, Ingredient 20",No-Cook,nuts,Summer,Easy,https://example.com/recipe_543
Chicken Wrap 544,Vegetarian,Dinner,436,16,50,42,2 serving(s),50,Mediterranean,"Ingredient 10, Ingredient 14",Slow-cook,gluten,All Year,Hard,https://example.com/recipe_544
Vegan Stir-Fry 545,Paleo,Pre-workout,685,5,54,10,3 serving(s),34,American,"Ingredient 10, Ingredient 16",Steam,nuts,All Year,Easy,https://example.com/recipe_545
Vegan Stir-Fry 546,Vegetarian,Breakfast,776,31,45,5,3 serving(s),30,Middle Eastern,"Ingredient 10, Ingredient 17",Steam,shellfish,Winter,Easy,https://example.com/recipe_546
Chicken Wrap 547,No Restrictions,Lunch,532,21,64,39,3 serving(s),34,Middle Eastern,"Ingredient 6, Ingredient 14",Grill,None,Fall,Medium,https://example.com/recipe_547
Salmon Steak 548,Mediterranean,Post-workout,297,21,42,24,2 serving(s),25,Indian,"Ingredient 9, Ingredient 16",Grill,fish,Winter,Easy,https://example.com/recipe_548
Vegan Stir-Fry 549,Mediterranean,Breakfast,360,31,96,36,1 serving(s),33,Middle Eastern,"Ingredient 10, Ingredient 16",No-Cook,shellfish,All Year,Medium,https://example.com/recipe_549
Vegan Stir-Fry 550,Keto,Dinner,306,43,77,24,3 serving(s),47,International,"Ingredient 2, Ingredient 18",Bake,nuts,Fall,Medium,https://example.com/recipe_550
Quinoa Bowl 551,No Restrictions,Dinner,195,19,4,15,3 serving(s),20,Mediterranean,"Ingredient 5, Ingredient 14",No-Cook,fish,Fall,Hard,https://example.com/recipe_551
Chicken Wrap 552,Mediterranean,Post-workout,749,44,60,10,3 serving(s),28,American,"Ingredient 8, Ingredient 17",Pan-fry,shellfish,Fall,Easy,https://example.com/recipe_552
Quinoa Bowl 553,Mediterranean,Breakfast,616,17,98,8,3 serving(s),54,International,"Ingredient 2, Ingredient 11",Pan-fry,shellfish,All Year,Hard,https://example.com/recipe_553
Keto Egg Salad 554,Vegan,Breakfast,504,42,19,27,3 serving(s),21,Indian,"Ingredient 2, Ingredient 16",No-Cook,dairy,All Year,Easy,https://example.com/recipe_554
Quinoa Bowl 555,Mediterranean,Dinner,437,43,88,14,1 serving(s),27,Asian,"Ingredient 4, Ingredient 12",Steam,None,Fall,Hard,https://example.com/recipe_555
Vegan Stir-Fry 556,Gluten-Free,Snacks,475,15,5,45,1 serving(s),36,International,"Ingredient 10, Ingredient 20",Steam,shellfish,Winter,Easy,https://example.com/recipe_556
Oatmeal 557,Paleo,Lunch,642,49,6,13,3 serving(s),15,Asian,"Ingredient 1, Ingredient 14",Grill,nuts,Spring,Medium,https://example.com/recipe_557
Quinoa Bowl 558,Gluten-Free,Lunch,695,20,90,9,3 serving(s),8,Italian,"Ingredient 10, Ingredient 13",Bake,None,Fall,Medium,https://example.com/recipe_558
Salmon Steak 559,Paleo,Post-workout,354,19,23,1,3 serving(s),47,International,"Ingredient 1, Ingredient 20",Grill,soy,Winter,Medium,https://example.com/recipe_559
Chicken Wrap 560,No Restrictions,Snacks,741,23,63,48,1 serving(s),10,American,"Ingredient 4, Ingredient 15",Slow-cook,dairy,Fall,Hard,https://example.com/recipe_560
Quinoa Bowl 561,Paleo,Pre-workout,745,35,39,19,1 serving(s),23,Mediterranean,"Ingredient 8, Ingredient 20",Bake,fish,Summer,Hard,https://example.com/recipe_561
Grilled Chicken 562,Mediterranean,Breakfast,701,25,11,40,1 serving(s),20,Asian,"Ingredient 2, Ingredient 20",Bake,dairy,Winter,Easy,https://example.com/recipe_562
Grilled Chicken 563,Vegetarian,Snacks,760,6,100,46,3 serving(s),21,Mexican,"Ingredient 5, Ingredient 20",Grill,shellfish,Summer,Easy,https://example.com/recipe_563
Smoothie 564,Vegetarian,Pre-workout,409,38,66,28,2 serving(s),14,Asian,"Ingredient 6, Ingredient 19",Air-fry,soy,Winter,Hard,https://example.com/recipe_564
Tofu Curry 565,Paleo,Dinner,474,49,51,19,2 serving(s),42,Asian,"Ingredient 2, Ingredient 17",Bake,soy,All Year,Easy,https://example.com/recipe_565
Quinoa Bowl 566,Vegan,Pre-workout,176,21,29,11,3 serving(s),58,Indian,"Ingredient 3, Ingredient 14",Pan-fry,None,Summer,Hard,https://example.com/recipe_566
Vegan Stir-Fry 567,Vegan,Post-workout,432,8,91,13,2 serving(s),38,Mediterranean,"Ingredient 3, Ingredient 12",Grill,nuts,Spring,Medium,https://example.com/recipe_567
Oatmeal 568,Vegan,Snacks,447,18,60,35,3 serving(s),9,Asian,"Ingredient 2, Ingredient 11",No-Cook,None,Fall,Medium,https://example.com/recipe_568
Chicken Wrap 569,Keto,Breakfast,165,9,13,46,2 serving(s),51,Italian,"Ingredient 8, Ingredient 12",No-Cook,soy,Summer,Easy,https://example.com/recipe_569
Salmon Steak 570,Vegetarian,Snacks,140,45,76,4,3 serving(s),55,Mexican,"Ingredient 8, Ingredient 19",Slow-cook,shellfish,Winter,Hard,https://example.com/recipe_570
Tofu Curry 571,No Restrictions,Snacks,143,31,21,37,3 serving(s),16,International,"Ingredient 8, Ingredient 16",Boil,gluten,Fall,Easy,https://example.com/recipe_571
Tofu Curry 572,Keto,Pre-workout,687,33,76,48,2 serving(s),51,American,"Ingredient 3, Ingredient 16",Air-fry,nuts,Summer,Medium,https://example.com/recipe_572
Chicken Wrap 573,Keto,Pre-workout,664,37,86,17,3 serving(s),28,Italian,"Ingredient 7, Ingredient 12",Bake,nuts,All Year,Medium,https://example.com/recipe_573
Salmon Steak 574,Keto,Pre-workout,482,38,91,40,3 serving(s),22,Asian,"Ingredient 6, Ingredient 17",Grill,gluten,Spring,Easy,https://example.com/recipe_574
Keto Egg Salad 575,No Restrictions,Lunch,552,21,94,46,1 serving(s),41,Italian,"Ingredient 8, Ingredient 11",No-Cook,nuts,Fall,Easy,https://example.com/recipe_575
Vegan Stir-Fry 576,No Restrictions,Dinner,254,45,24,26,1 serving(s),36,Italian,"Ingredient 3, Ingredient 12",Boil,None,Fall,Easy,https://example.com/recipe_576
Pasta Primavera 577,Paleo,Snacks,304,7,3,16,3 serving(s),57,Indian,"Ingredient 4, Ingredient 15",Boil,shellfish,Fall,Hard,https://example.com/recipe_577
Pasta Primavera 578,Mediterranean,Dinner,524,36,34,24,3 serving(s),41,Mexican,"Ingredient 2, Ingredient 20",Grill,gluten,All Year,Easy,https://example.com/recipe_578
Vegan Stir-Fry 579,Paleo,Pre-workout,334,6,96,31,2 serving(s),18,Mexican,"Ingredient 1, Ingredient 11",Air-fry,eggs,All Year,Easy,https://example.com/recipe_579
Keto Egg Salad 580,No Restrictions,Post-workout,633,36,54,34,2 serving(s),39,Mediterranean,"Ingredient 8, Ingredient 12",Pan-fry,eggs,Spring,Medium,https://example.com/recipe_580
Smoothie 581,Paleo,Lunch,369,35,15,15,1 serving(s),29,Asian,"Ingredient 4, Ingredient 15",Boil,eggs,Summer,Medium,https://example.com/recipe_581
Pasta Primavera 582,Vegetarian,Lunch,477,39,30,7,1 serving(s),15,International,"Ingredient 6, Ingredient 14",Grill,fish,Fall,Hard,https://example.com/recipe_582
Vegan Stir-Fry 583,Gluten-Free,Post-workout,664,18,26,44,3 serving(s),41,Mexican,"Ingredient 1, Ingredient 18",Boil,gluten,Spring,Easy,https://example.com/recipe_583
Tofu Curry 584,Mediterranean,Pre-workout,561,33,44,5,2 serving(s),10,Indian,"Ingredient 1, Ingredient 12",Steam,eggs,Fall,Medium,https://example.com/recipe_584
Oatmeal 585,Paleo,Snacks,240,45,18,24,2 serving(s),5,Mexican,"Ingredient 7, Ingredient 11",No-Cook,eggs,All Year,Hard,https://example.com/recipe_585
Grilled Chicken 586,Keto,Lunch,717,22,8,36,1 serving(s),33,Mediterranean,"Ingredient 1, Ingredient 17",Air-fry,eggs,Fall,Easy,https://example.com/recipe_586
Quinoa Bowl 587,Vegetarian,Lunch,666,30,49,15,3 serving(s),24,International,"Ingredient 3, Ingredient 19",Pan-fry,eggs,All Year,Easy,https://example.com/recipe_587
Quinoa Bowl 588,Keto,Snacks,766,20,28,28,1 serving(s),23,Asian,"Ingredient 1, Ingredient 20",Bake,fish,All Year,Medium,https://example.com/recipe_588
Vegan Stir-Fry 589,Gluten-Free,Breakfast,374,33,58,4,1 serving(s),5,Asian,"Ingredient 8, Ingredient 14",Bake,soy,Winter,Hard,https://example.com/recipe_589
Pasta Primavera 590,No Restrictions,Lunch,397,27,52,42,1 serving(s),28,Asian,"Ingredient 8, Ingredient 19",Slow-cook,nuts,Winter,Easy,https://example.com/recipe_590
Tofu Curry 591,Mediterranean,Dinner,798,19,90,43,1 serving(s),35,Indian,"Ingredient 5, Ingredient 17",No-Cook,eggs,Spring,Medium,https://example.com/recipe_591
Vegan Stir-Fry 592,Mediterranean,Dinner,494,20,31,3,2 serving(s),32,Asian,"Ingredient 8, Ingredient 15",Boil,eggs,Summer,Hard,https://example.com/recipe_592
Chicken Wrap 593,Vegan,Breakfast,220,13,25,50,2 serving(s),26,American,"Ingredient 5, Ingredient 11",Air-fry,nuts,All Year,Easy,https://example.com/recipe_593
Grilled Chicken 594,Keto,Lunch,775,27,28,48,2 serving(s),55,Asian,"Ingredient 9, Ingredient 20",Slow-cook,soy,Summer,Easy,https://example.com/recipe_594
Grilled Chicken 595,Vegan,Lunch,175,35,26,48,2 serving(s),8,Middle Eastern,"Ingredient 8, Ingredient 11",Pan-fry,soy,All Year,Medium,https://example.com/recipe_595
Grilled Chicken 596,Vegan,Pre-workout,595,10,87,11,1 serving(s),21,International,"Ingredient 4, Ingredient 18",Grill,soy,Summer,Hard,https://example.com/recipe_596
Smoothie 597,Mediterranean,Pre-workout,800,17,91,25,1 serving(s),29,Italian,"Ingredient 5, Ingredient 13",Pan-fry,fish,Summer,Easy,https://example.com/recipe_597
Pasta Primavera 598,Mediterranean,Breakfast,717,35,50,31,1 serving(s),41,American,"Ingredient 5, Ingredient 17",Pan-fry,nuts,Summer,Hard,https://example.com/recipe_598
Tofu Curry 599,Mediterranean,Breakfast,421,9,55,23,3 serving(s),15,American,"Ingredient 10, Ingredient 15",Slow-cook,None,Spring,Hard,https://example.com/recipe_599
Keto Egg Salad 600,Vegetarian,Breakfast,249,48,55,32,2 serving(s),21,Middle Eastern,"Ingredient 4, Ingredient 15",No-Cook,None,Summer,Easy,https://example.com/recipe_600
Quinoa Bowl 601,Gluten-Free,Breakfast,461,29,16,45,3 serving(s),5,American,"Ingredient 9, Ingredient 18",Boil,None,All Year,Medium,https://example.com/recipe_601
Quinoa Bowl 602,Keto,Breakfast,748,45,73,2,3 serving(s),43,Mexican,"Ingredient 4, Ingredient 12",No-Cook,dairy,Fall,Medium,https://example.com/recipe_602
Oatmeal 603,Paleo,Lunch,484,8,14,35,3 serving(s),5,Asian,"Ingredient 6, Ingredient 16",Boil,None,Fall,Medium,https://example.com/recipe_603
Oatmeal 604,Paleo,Pre-workout,263,18,87,8,2 serving(s),57,Mexican,"Ingredient 8, Ingredient 15",No-Cook,shellfish,Fall,Hard,https://example.com/recipe_604
Pasta Primavera 605,Keto,Dinner,224,12,90,33,3 serving(s),15,International,"Ingredient 6, Ingredient 13",Air-fry,shellfish,Spring,Hard,https://example.com/recipe_605
Smoothie 606,Vegan,Post-workout,461,47,26,44,2 serving(s),16,American,"Ingredient 5, Ingredient 15",Grill,soy,Spring,Medium,https://example.com/recipe_606
Pasta Primavera 607,Mediterranean,Snacks,529,32,58,31,1 serving(s),9,International,"Ingredient 9, Ingredient 13",Grill,soy,Fall,Medium,https://example.com/recipe_607
Quinoa Bowl 608,Keto,Snacks,113,27,92,0,2 serving(s),32,Middle Eastern,"Ingredient 8, Ingredient 19",Slow-cook,eggs,Fall,Hard,https://example.com/recipe_608
Smoothie 609,Paleo,Lunch,582,24,95,0,3 serving(s),14,American,"Ingredient 9, Ingredient 11",Pan-fry,fish,Winter,Hard,https://example.com/recipe_609
Smoothie 610,Paleo,Snacks,399,40,53,22,3 serving(s),36,International,"Ingredient 6, Ingredient 16",Boil,nuts,Spring,Hard,https://example.com/recipe_610
Smoothie 611,No Restrictions,Breakfast,589,27,59,29,3 serving(s),12,Italian,"Ingredient 7, Ingredient 17",Boil,gluten,Winter,Easy,https://example.com/recipe_611
Oatmeal 612,Vegetarian,Post-workout,571,36,73,29,1 serving(s),38,Asian,"Ingredient 1, Ingredient 11",Air-fry,None,Fall,Hard,https://example.com/recipe_612
Chicken Wrap 613,Gluten-Free,Dinner,635,16,41,32,3 serving(s),35,Italian,"Ingredient 4, Ingredient 16",Slow-cook,eggs,Fall,Easy,https://example.com/recipe_613
Quinoa Bowl 614,Gluten-Free,Post-workout,196,12,22,40,3 serving(s),8,Italian,"Ingredient 9, Ingredient 18",Bake,gluten,Spring,Easy,https://example.com/recipe_614
Tofu Curry 615,Gluten-Free,Breakfast,343,19,3,5,3 serving(s),54,Italian,"Ingredient 2, Ingredient 11",Slow-cook,soy,Fall,Easy,https://example.com/recipe_615
Salmon Steak 616,No Restrictions,Breakfast,690,41,99,24,1 serving(s),25,Middle Eastern,"Ingredient 9, Ingredient 17",Grill,shellfish,Spring,Easy,https://example.com/recipe_616
