Workout_Name,Duration,Intensity,Goal,Level
Boxing,73,High,Weight Loss,Beginner
Yoga,29,High,Weight Loss,Intermediate
CrossFit,56,Medium,Weight Loss,Intermediate
Yoga,46,High,General Fitness,Beginner
CrossFit,23,Low,Endurance,Advanced
CrossFit,18,Medium,Muscle Gain,Beginner
Cycling,61,Low,Weight Loss,Intermediate
Pilates,52,Low,Weight Loss,Advanced
Running,51,Low,General Fitness,Beginner
Yoga,69,Medium,Flexibility,Advanced
Running,47,High,Flexibility,Advanced
CrossFit,71,High,Muscle Gain,Intermediate
HIIT,69,High,Endurance,Advanced
CrossFit,55,Medium,Endurance,Advanced
HIIT,35,Medium,Endurance,Beginner
HIIT,41,Medium,Endurance,Intermediate
Strength Training,33,Medium,Endurance,Beginner
Pilates,81,Low,Flexibility,Advanced
Running,46,Low,Endurance,Intermediate
Running,18,High,Flexibility,Beginner
Cycling,83,High,Endurance,Beginner
Boxing,29,Low,Weight Loss,Intermediate
HIIT,66,High,Weight Loss,Intermediate
Boxing,35,High,Endurance,Intermediate
HIIT,53,Low,Flexibility,Advanced
CrossFit,39,Medium,General Fitness,Advanced
Yoga,65,Low,Weight Loss,Intermediate
Running,69,Low,General Fitness,Advanced
Cycling,15,Low,Flexibility,Advanced
Swimming,64,Low,Weight Loss,Intermediate
Cardio,15,High,Flexibility,Beginner
Running,17,Medium,Flexibility,Intermediate
Pilates,40,High,Flexibility,Beginner
Pilates,58,Low,General Fitness,Intermediate
HIIT,41,High,General Fitness,Intermediate
HIIT,62,High,Muscle Gain,Advanced
Pilates,71,High,Muscle Gain,Beginner
Pilates,40,Low,Flexibility,Beginner
Swimming,16,Medium,General Fitness,Intermediate
Boxing,85,Low,General Fitness,Intermediate
Cycling,77,High,Muscle Gain,Intermediate
Cardio,75,Medium,Flexibility,Beginner
Boxing,59,Medium,Weight Loss,Intermediate
Pilates,41,Low,General Fitness,Beginner
Boxing,20,Medium,Endurance,Advanced
Yoga,86,Low,Endurance,Advanced
Boxing,38,Low,Flexibility,Intermediate
CrossFit,53,Medium,Flexibility,Advanced
Cycling,86,High,Weight Loss,Beginner
Yoga,50,Medium,Weight Loss,Advanced
Pilates,17,Medium,General Fitness,Beginner
Swimming,24,Low,General Fitness,Advanced
Strength Training,88,Medium,Weight Loss,Beginner
Swimming,84,High,Endurance,Beginner
Running,23,Low,Weight Loss,Intermediate
HIIT,32,Medium,Muscle Gain,Beginner
CrossFit,31,High,Weight Loss,Beginner
Cycling,35,Low,Endurance,Advanced
Swimming,79,Low,Weight Loss,Intermediate
HIIT,22,Low,Endurance,Advanced
Yoga,16,High,Endurance,Beginner
HIIT,17,Medium,Flexibility,Advanced
Pilates,90,High,Weight Loss,Intermediate
Pilates,23,Medium,Muscle Gain,Advanced
Swimming,75,Low,Flexibility,Beginner
HIIT,20,High,Muscle Gain,Intermediate
Running,33,High,General Fitness,Advanced
HIIT,67,Low,General Fitness,Beginner
CrossFit,64,Medium,Endurance,Intermediate
Cycling,77,Low,Flexibility,Beginner
Pilates,47,High,Weight Loss,Beginner
Cardio,68,Low,Muscle Gain,Intermediate
CrossFit,30,Medium,Weight Loss,Advanced
Yoga,17,Low,Weight Loss,Advanced
Swimming,30,High,Muscle Gain,Intermediate
Swimming,21,Low,Endurance,Intermediate
Running,16,High,Weight Loss,Beginner
Pilates,32,Medium,Endurance,Beginner
Yoga,78,High,Muscle Gain,Advanced
Yoga,61,High,Flexibility,Intermediate
Cycling,20,Low,Muscle Gain,Intermediate
Swimming,66,Medium,Flexibility,Beginner
Cycling,67,Medium,Muscle Gain,Beginner
Running,58,Low,Flexibility,Intermediate
Cardio,30,High,Muscle Gain,Beginner
Cycling,22,Low,Flexibility,Advanced
Strength Training,74,Low,Weight Loss,Beginner
Strength Training,21,Low,Weight Loss,Advanced
Cardio,45,High,Weight Loss,Intermediate
Running,60,Low,Endurance,Advanced
Cardio,36,High,Muscle Gain,Intermediate
CrossFit,73,Low,Weight Loss,Advanced
Running,31,High,Flexibility,Beginner
Pilates,34,Medium,Endurance,Intermediate
Yoga,40,High,Muscle Gain,Advanced
Cycling,57,High,Flexibility,Beginner
Boxing,40,Medium,Flexibility,Intermediate
CrossFit,77,Low,Endurance,Beginner
Swimming,49,High,Muscle Gain,Beginner
Yoga,88,Medium,Muscle Gain,Advanced
Boxing,53,Low,Weight Loss,Advanced
Swimming,25,Low,Muscle Gain,Advanced
Strength Training,22,Medium,Endurance,Intermediate
HIIT,41,High,Weight Loss,Intermediate
Strength Training,65,Low,Weight Loss,Advanced
Boxing,39,High,Flexibility,Beginner
Cycling,59,Medium,Flexibility,Intermediate
Strength Training,85,Medium,Endurance,Intermediate
Pilates,51,Medium,Weight Loss,Intermediate
Cardio,16,Low,General Fitness,Beginner
Yoga,90,Low,Muscle Gain,Intermediate
Cardio,87,Low,Endurance,Beginner
Cardio,30,High,Flexibility,Beginner
Running,64,Low,Muscle Gain,Intermediate
Pilates,79,Medium,Flexibility,Intermediate
Pilates,16,Low,General Fitness,Advanced
Running,65,Medium,Weight Loss,Beginner
CrossFit,15,High,Endurance,Advanced
Yoga,52,High,Flexibility,Intermediate
Strength Training,30,Low,Muscle Gain,Advanced
HIIT,75,High,Muscle Gain,Intermediate
Running,80,Low,Muscle Gain,Intermediate
CrossFit,90,Low,Endurance,Advanced
Cycling,58,Low,General Fitness,Intermediate
Cardio,35,Medium,Weight Loss,Intermediate
Swimming,76,High,General Fitness,Intermediate
CrossFit,56,Medium,General Fitness,Intermediate
Running,20,High,General Fitness,Advanced
Pilates,22,Medium,Muscle Gain,Intermediate
Pilates,34,High,General Fitness,Advanced
Swimming,60,Medium,Flexibility,Intermediate
Running,24,High,Muscle Gain,Intermediate
Swimming,27,High,Muscle Gain,Beginner
Strength Training,73,Low,Weight Loss,Intermediate
Swimming,30,Medium,General Fitness,Intermediate
Cardio,15,Medium,General Fitness,Intermediate
Swimming,75,High,Muscle Gain,Beginner
Running,65,Medium,Muscle Gain,Advanced
Pilates,22,Low,Muscle Gain,Intermediate
Strength Training,22,High,General Fitness,Advanced
Strength Training,48,Medium,Weight Loss,Beginner
Swimming,70,Medium,Endurance,Intermediate
Swimming,71,Low,Weight Loss,Beginner
Running,43,Medium,Muscle Gain,Advanced
Strength Training,49,High,General Fitness,Intermediate
Yoga,26,Medium,Muscle Gain,Beginner
HIIT,75,Low,Flexibility,Intermediate
Cardio,54,Medium,Flexibility,Advanced
Boxing,21,Low,Endurance,Intermediate
Swimming,70,Medium,Muscle Gain,Beginner
Cardio,55,Medium,Weight Loss,Advanced
Running,54,Medium,Weight Loss,Advanced
CrossFit,42,High,Endurance,Beginner
CrossFit,21,High,Muscle Gain,Advanced
Cycling,32,High,Weight Loss,Advanced
Cycling,25,High,Weight Loss,Advanced
Pilates,20,Medium,Endurance,Beginner
HIIT,70,Low,Flexibility,Beginner
Boxing,27,High,Endurance,Intermediate
Cardio,25,High,General Fitness,Beginner
Swimming,47,High,Flexibility,Intermediate
Boxing,56,Low,Flexibility,Beginner
HIIT,80,Low,Endurance,Intermediate
Running,28,Low,Endurance,Intermediate
Running,74,Low,Muscle Gain,Intermediate
Cycling,60,High,General Fitness,Beginner
Strength Training,59,High,General Fitness,Beginner
Running,51,High,Weight Loss,Advanced
Pilates,25,Low,Weight Loss,Beginner
Cycling,85,Low,Muscle Gain,Intermediate
Swimming,78,High,Weight Loss,Beginner
Yoga,29,Medium,Weight Loss,Intermediate
Cardio,24,Medium,Muscle Gain,Advanced
Cycling,20,Low,Flexibility,Advanced
Strength Training,86,Low,Flexibility,Advanced
HIIT,61,Medium,Weight Loss,Advanced
Cycling,87,High,Muscle Gain,Beginner
CrossFit,49,High,Weight Loss,Beginner
Boxing,76,Low,General Fitness,Beginner
Swimming,23,Medium,Flexibility,Intermediate
Cardio,46,Low,Flexibility,Beginner
Cycling,60,Medium,Endurance,Intermediate
Boxing,32,Low,Muscle Gain,Beginner
CrossFit,40,Medium,Flexibility,Beginner
Running,18,High,Weight Loss,Beginner
Pilates,28,High,Endurance,Intermediate
Swimming,32,High,Muscle Gain,Advanced
HIIT,65,Medium,Muscle Gain,Intermediate
CrossFit,60,Medium,Endurance,Intermediate
Running,15,Medium,Weight Loss,Advanced
CrossFit,65,Medium,Muscle Gain,Advanced
Pilates,46,Low,Weight Loss,Intermediate
Swimming,30,Low,Flexibility,Beginner
CrossFit,17,Medium,Muscle Gain,Beginner
HIIT,50,Low,Endurance,Beginner
Strength Training,62,Medium,General Fitness,Intermediate
Boxing,59,Medium,General Fitness,Advanced
Yoga,74,High,Weight Loss,Advanced
Cardio,71,High,Muscle Gain,Beginner
HIIT,76,High,Muscle Gain,Beginner
Swimming,46,Medium,Endurance,Beginner
HIIT,53,High,Muscle Gain,Intermediate
Yoga,71,Low,Muscle Gain,Advanced
Running,55,Medium,General Fitness,Advanced
Pilates,35,Low,Endurance,Beginner
Strength Training,68,High,Endurance,Beginner
Swimming,63,High,Flexibility,Advanced
Cycling,52,Low,Weight Loss,Intermediate
Boxing,49,High,Flexibility,Intermediate
CrossFit,76,Low,Weight Loss,Intermediate
Strength Training,90,Low,Muscle Gain,Advanced
HIIT,50,Medium,Weight Loss,Intermediate
Swimming,50,Low,Muscle Gain,Advanced
Swimming,37,High,Flexibility,Beginner
HIIT,73,Low,Flexibility,Advanced
Pilates,16,Medium,General Fitness,Beginner
Running,43,Low,Flexibility,Beginner
Strength Training,24,High,Endurance,Beginner
Cardio,59,Medium,Flexibility,Advanced
Strength Training,62,Medium,General Fitness,Intermediate
Running,90,High,Flexibility,Beginner
Boxing,55,Medium,Endurance,Beginner
Running,70,Medium,Weight Loss,Beginner
Cycling,21,High,Weight Loss,Intermediate
Cardio,44,High,Weight Loss,Intermediate
CrossFit,77,Low,Endurance,Intermediate
Swimming,18,Low,Endurance,Advanced
Cardio,68,Medium,Muscle Gain,Beginner
Strength Training,53,Medium,General Fitness,Advanced
Running,71,Low,Endurance,Intermediate
Cycling,83,Medium,Weight Loss,Advanced
Strength Training,20,High,Weight Loss,Beginner
Boxing,16,High,Flexibility,Beginner
Cardio,26,Low,Weight Loss,Beginner
Pilates,37,Medium,Muscle Gain,Advanced
CrossFit,31,Low,Weight Loss,Beginner
CrossFit,83,Low,General Fitness,Intermediate
Pilates,18,Medium,Flexibility,Intermediate
Yoga,46,High,Muscle Gain,Intermediate
Cycling,80,High,General Fitness,Beginner
Pilates,72,Low,Muscle Gain,Advanced
HIIT,63,Medium,Weight Loss,Advanced
Cycling,51,Low,Flexibility,Advanced
Running,72,High,Endurance,Beginner
Pilates,46,High,Muscle Gain,Advanced
Running,42,Low,Muscle Gain,Intermediate
Boxing,41,Low,Flexibility,Advanced
Swimming,77,Medium,Muscle Gain,Beginner
HIIT,89,High,Flexibility,Intermediate
HIIT,45,High,Muscle Gain,Advanced
CrossFit,66,Medium,Weight Loss,Beginner
HIIT,54,Low,Endurance,Beginner
Pilates,82,Medium,Flexibility,Advanced
HIIT,50,Low,General Fitness,Advanced
Cardio,50,Low,Muscle Gain,Advanced
HIIT,60,High,Weight Loss,Advanced
Running,76,Medium,Muscle Gain,Intermediate
CrossFit,89,High,Flexibility,Beginner
Strength Training,86,Medium,General Fitness,Advanced
Strength Training,73,Medium,Weight Loss,Intermediate
Running,88,Low,Flexibility,Advanced
Swimming,44,High,Endurance,Beginner
Cardio,16,High,Muscle Gain,Beginner
Running,18,High,General Fitness,Advanced
CrossFit,87,High,General Fitness,Beginner
Strength Training,47,Low,General Fitness,Beginner
HIIT,59,Low,Endurance,Advanced
CrossFit,58,High,Weight Loss,Advanced
Boxing,55,Medium,Weight Loss,Beginner
Cycling,74,Low,Endurance,Beginner
Swimming,16,High,Flexibility,Intermediate
Swimming,27,High,Endurance,Beginner
Strength Training,23,High,Flexibility,Beginner
Cycling,21,Medium,Flexibility,Intermediate
Strength Training,47,High,Muscle Gain,Advanced
Cardio,90,Medium,General Fitness,Beginner
Running,77,Low,General Fitness,Beginner
Boxing,49,Medium,General Fitness,Beginner
Yoga,45,Low,Muscle Gain,Beginner
Cycling,77,Medium,Endurance,Advanced
CrossFit,72,High,Flexibility,Advanced
Running,47,High,General Fitness,Advanced
Cardio,90,Medium,Muscle Gain,Intermediate
Running,28,High,Weight Loss,Advanced
Cardio,71,High,Endurance,Advanced
Running,59,Medium,General Fitness,Intermediate
Cardio,70,High,General Fitness,Advanced
Yoga,49,Medium,General Fitness,Advanced
HIIT,26,Medium,Flexibility,Beginner
Pilates,79,Low,Flexibility,Intermediate
Yoga,27,Medium,General Fitness,Advanced
Running,48,Low,Muscle Gain,Advanced
Swimming,73,Medium,Weight Loss,Intermediate
Boxing,36,Low,Muscle Gain,Advanced
Strength Training,80,Medium,General Fitness,Intermediate
Yoga,22,Low,General Fitness,Intermediate
Cardio,82,Low,Weight Loss,Advanced
CrossFit,19,Low,Weight Loss,Advanced
HIIT,20,Medium,General Fitness,Beginner
Yoga,36,Low,Weight Loss,Beginner
Running,42,High,Flexibility,Intermediate
Pilates,68,Medium,Muscle Gain,Advanced
Cycling,28,Low,Muscle Gain,Advanced
Yoga,58,Medium,Flexibility,Beginner
Running,76,High,Muscle Gain,Intermediate
HIIT,74,Medium,Endurance,Intermediate
Yoga,54,Low,General Fitness,Intermediate
Cardio,17,Medium,Endurance,Advanced
HIIT,76,Low,Weight Loss,Advanced
Cardio,59,High,General Fitness,Intermediate
CrossFit,19,Medium,General Fitness,Beginner
Running,31,High,Muscle Gain,Beginner
Cardio,52,Low,General Fitness,Advanced
Running,24,Medium,Endurance,Advanced
Boxing,51,Medium,Endurance,Beginner
CrossFit,38,High,General Fitness,Advanced
HIIT,17,Medium,Flexibility,Beginner
Swimming,24,Medium,Muscle Gain,Advanced
Boxing,23,High,Muscle Gain,Intermediate
CrossFit,77,High,Endurance,Intermediate
Cycling,22,Low,Flexibility,Intermediate
Cardio,40,High,Flexibility,Intermediate
Yoga,82,Low,Weight Loss,Advanced
Cardio,73,High,Flexibility,Intermediate
Cardio,28,Medium,General Fitness,Advanced
Boxing,19,Medium,Weight Loss,Beginner
Pilates,43,Low,Endurance,Beginner
Boxing,78,Low,Muscle Gain,Advanced
Strength Training,76,Medium,Muscle Gain,Advanced
Cycling,59,Low,General Fitness,Advanced
Swimming,41,Medium,General Fitness,Intermediate
Swimming,69,High,Muscle Gain,Advanced
HIIT,30,High,Muscle Gain,Beginner
Yoga,83,Medium,Muscle Gain,Intermediate
CrossFit,63,High,Weight Loss,Advanced
Pilates,57,Medium,Flexibility,Advanced
Cardio,53,Medium,Endurance,Advanced
Strength Training,89,High,General Fitness,Beginner
Cardio,21,Medium,Flexibility,Advanced
Running,65,High,Flexibility,Intermediate
Pilates,32,Medium,Endurance,Beginner
Cardio,87,Medium,Muscle Gain,Advanced
Cardio,59,High,Endurance,Advanced
Swimming,30,Low,Flexibility,Advanced
CrossFit,73,Medium,Muscle Gain,Intermediate
CrossFit,37,Low,Muscle Gain,Advanced
CrossFit,64,Medium,Endurance,Beginner
Pilates,58,High,Flexibility,Beginner
Pilates,53,High,Flexibility,Intermediate
Pilates,40,High,Flexibility,Beginner
Cycling,62,Medium,Weight Loss,Advanced
Yoga,88,Low,Muscle Gain,Intermediate
Boxing,70,High,Endurance,Advanced
Pilates,80,High,Weight Loss,Advanced
HIIT,17,High,Endurance,Intermediate
Boxing,87,Low,Weight Loss,Beginner
HIIT,69,High,Endurance,Intermediate
HIIT,83,Medium,General Fitness,Beginner
Running,32,Low,Flexibility,Intermediate
Swimming,67,Medium,Endurance,Advanced
HIIT,46,Low,Muscle Gain,Beginner
Yoga,32,Medium,Weight Loss,Advanced
HIIT,37,Low,Flexibility,Intermediate
Cardio,29,Medium,Weight Loss,Beginner
Swimming,48,Low,Endurance,Intermediate
Running,59,High,Endurance,Intermediate
Cardio,26,High,Flexibility,Advanced
Swimming,65,High,General Fitness,Advanced
Boxing,53,Medium,Muscle Gain,Beginner
Cardio,75,High,Endurance,Intermediate
Boxing,30,Medium,Weight Loss,Advanced
Strength Training,37,Low,Flexibility,Advanced
CrossFit,62,Medium,Weight Loss,Advanced
Cycling,79,Medium,Muscle Gain,Advanced
HIIT,72,High,General Fitness,Intermediate
Cycling,29,Medium,General Fitness,Intermediate
Cycling,52,High,Weight Loss,Advanced
Cardio,19,Low,Muscle Gain,Intermediate
Boxing,58,High,Muscle Gain,Beginner
Boxing,51,High,Weight Loss,Advanced
Pilates,44,Low,Muscle Gain,Advanced
Boxing,34,Low,Flexibility,Beginner
Cycling,15,Medium,Weight Loss,Intermediate
Boxing,82,Medium,Flexibility,Intermediate
Cardio,20,High,Flexibility,Beginner
Boxing,36,High,General Fitness,Beginner
Cardio,27,High,Flexibility,Intermediate
Cardio,40,High,General Fitness,Advanced
HIIT,48,Medium,General Fitness,Advanced
Cardio,79,High,Muscle Gain,Intermediate
HIIT,18,Medium,Flexibility,Beginner
Cycling,54,Low,Weight Loss,Intermediate
Running,54,High,Flexibility,Beginner
Boxing,34,Low,Endurance,Advanced
Swimming,54,High,Flexibility,Beginner
Pilates,24,Medium,Muscle Gain,Advanced
Yoga,61,High,Endurance,Beginner
Boxing,23,High,Endurance,Advanced
Strength Training,83,Medium,Flexibility,Advanced
Pilates,23,Low,Flexibility,Advanced
Swimming,79,High,Flexibility,Advanced
Cycling,19,High,Endurance,Intermediate
Strength Training,29,Low,General Fitness,Intermediate
Strength Training,62,Low,General Fitness,Beginner
Running,72,Low,Weight Loss,Beginner
Cardio,89,Medium,Muscle Gain,Intermediate
Boxing,56,Low,Muscle Gain,Intermediate
Yoga,24,Medium,Flexibility,Beginner
Cycling,62,Medium,General Fitness,Beginner
Cardio,18,Low,Muscle Gain,Beginner
Running,24,Medium,Muscle Gain,Beginner
Yoga,15,Medium,General Fitness,Advanced
Swimming,27,Low,Endurance,Intermediate
Pilates,29,Medium,Endurance,Advanced
Running,46,Low,Endurance,Advanced
Cardio,23,High,Weight Loss,Advanced
Strength Training,57,High,Muscle Gain,Beginner
Swimming,63,Medium,Endurance,Beginner
Strength Training,16,Medium,Endurance,Intermediate
Running,36,Low,Muscle Gain,Beginner
Pilates,72,High,Flexibility,Beginner
Boxing,20,High,Weight Loss,Beginner
Strength Training,31,High,General Fitness,Beginner
Cardio,54,Low,Endurance,Intermediate
Strength Training,80,Low,Flexibility,Beginner
Running,64,Low,Muscle Gain,Beginner
Cycling,37,High,Endurance,Advanced
Cycling,35,Medium,Flexibility,Beginner
Running,86,High,Endurance,Intermediate
Cycling,89,Medium,Muscle Gain,Advanced
Cardio,89,High,General Fitness,Beginner
Pilates,89,High,General Fitness,Intermediate
Swimming,26,High,Endurance,Intermediate
CrossFit,85,Medium,General Fitness,Advanced
Boxing,27,High,Muscle Gain,Intermediate
Cardio,65,Low,Endurance,Advanced
Swimming,80,Low,Endurance,Advanced
Strength Training,72,Medium,General Fitness,Intermediate
Cycling,71,Low,Endurance,Beginner
Boxing,23,Low,Flexibility,Intermediate
Cycling,63,Medium,Flexibility,Advanced
CrossFit,50,Medium,Muscle Gain,Intermediate
HIIT,21,Low,Weight Loss,Intermediate
Boxing,65,Medium,Endurance,Advanced
Yoga,53,Medium,Flexibility,Intermediate
Swimming,38,Medium,Muscle Gain,Beginner
Cardio,74,Medium,Weight Loss,Advanced
Boxing,52,Medium,Flexibility,Beginner
Boxing,84,Low,Flexibility,Intermediate
Cardio,25,Low,Flexibility,Intermediate
CrossFit,83,Low,General Fitness,Beginner
Pilates,56,High,General Fitness,Beginner
Strength Training,50,Medium,Weight Loss,Advanced
Yoga,73,Low,Endurance,Intermediate
Cycling,39,High,Flexibility,Intermediate
CrossFit,39,Low,Flexibility,Beginner
Pilates,77,High,Weight Loss,Intermediate
Cardio,34,High,General Fitness,Intermediate
Pilates,44,High,Endurance,Intermediate
Cardio,74,Low,Endurance,Beginner
Strength Training,33,Low,Muscle Gain,Advanced
Cardio,71,High,Endurance,Advanced
Boxing,16,Medium,General Fitness,Intermediate
CrossFit,48,Low,General Fitness,Intermediate
Cycling,68,Low,Flexibility,Beginner
Cardio,31,High,Endurance,Beginner
Boxing,30,High,Weight Loss,Beginner
Pilates,56,Medium,Endurance,Advanced
CrossFit,40,Low,Endurance,Advanced
Pilates,78,Medium,Weight Loss,Intermediate
Cardio,79,High,Muscle Gain,Intermediate
CrossFit,67,Medium,Flexibility,Advanced
CrossFit,47,High,Muscle Gain,Intermediate
Strength Training,21,High,Flexibility,Beginner
Strength Training,62,Medium,General Fitness,Intermediate
Boxing,78,High,Endurance,Intermediate
HIIT,26,Low,General Fitness,Beginner
Running,84,Medium,Weight Loss,Advanced
HIIT,88,Low,Flexibility,Intermediate
Cardio,86,Low,Weight Loss,Beginner
Swimming,32,Low,Flexibility,Advanced
Running,18,Low,Endurance,Advanced
Pilates,82,High,General Fitness,Beginner
Cardio,90,High,Weight Loss,Beginner
Swimming,71,High,Weight Loss,Advanced
Swimming,33,Low,General Fitness,Intermediate
Pilates,36,Low,Muscle Gain,Advanced
Swimming,15,Low,Muscle Gain,Intermediate
Pilates,34,High,Endurance,Advanced
Cycling,17,Medium,Endurance,Intermediate
Yoga,89,Low,Muscle Gain,Advanced
Cardio,63,Medium,Muscle Gain,Advanced
Cycling,47,Low,Muscle Gain,Beginner
Yoga,66,Medium,Muscle Gain,Intermediate
Boxing,22,Medium,Endurance,Intermediate
HIIT,19,Low,Endurance,Beginner
CrossFit,46,Medium,Endurance,Intermediate
Swimming,76,Medium,Muscle Gain,Advanced
Boxing,28,Low,Endurance,Beginner
Yoga,38,Medium,General Fitness,Intermediate
Boxing,52,Medium,Flexibility,Advanced
Pilates,74,Low,Muscle Gain,Intermediate
Cardio,23,High,Flexibility,Intermediate
Yoga,56,High,General Fitness,Intermediate
Running,81,Low,Endurance,Beginner
Swimming,59,High,Muscle Gain,Intermediate
Pilates,26,Low,Endurance,Beginner
Yoga,23,Medium,Flexibility,Advanced
Cycling,17,Medium,Weight Loss,Beginner
Running,75,Medium,General Fitness,Beginner
Swimming,75,Medium,General Fitness,Advanced
Pilates,42,Low,Weight Loss,Intermediate
Cardio,84,High,Flexibility,Beginner
CrossFit,32,High,General Fitness,Advanced
Swimming,87,Low,Flexibility,Beginner
Pilates,79,High,Weight Loss,Intermediate
Running,29,High,Endurance,Beginner
HIIT,45,High,Muscle Gain,Beginner
HIIT,17,High,Endurance,Intermediate
Pilates,55,Medium,Muscle Gain,Beginner
HIIT,79,Medium,General Fitness,Advanced
Swimming,20,Low,Flexibility,Beginner
Cycling,48,Medium,General Fitness,Advanced
Cardio,70,Medium,Muscle Gain,Advanced
Running,66,Medium,Muscle Gain,Advanced
HIIT,24,Low,Muscle Gain,Advanced
HIIT,41,Medium,General Fitness,Intermediate
Cycling,71,Low,Flexibility,Intermediate
Pilates,70,Medium,Muscle Gain,Beginner
Cycling,34,High,Endurance,Beginner
Running,71,High,Endurance,Intermediate
CrossFit,85,Low,Weight Loss,Advanced
Running,61,Low,General Fitness,Beginner
Strength Training,49,Low,Endurance,Beginner
Cycling,54,Low,Weight Loss,Beginner
CrossFit,43,High,General Fitness,Advanced
Yoga,80,Medium,Muscle Gain,Advanced
Swimming,66,High,Muscle Gain,Beginner
Cardio,37,Medium,Weight Loss,Beginner
CrossFit,31,Medium,Flexibility,Intermediate
Pilates,81,Medium,Endurance,Advanced
Cycling,17,High,Weight Loss,Advanced
Pilates,31,Medium,Muscle Gain,Beginner
HIIT,54,Medium,Flexibility,Beginner
Pilates,26,Medium,Weight Loss,Advanced
Yoga,61,Medium,Weight Loss,Beginner
Swimming,21,High,Flexibility,Intermediate
HIIT,63,Medium,General Fitness,Intermediate
Cycling,79,Low,Flexibility,Beginner
Boxing,62,High,Flexibility,Intermediate
Pilates,28,Low,Muscle Gain,Advanced
Yoga,64,High,Endurance,Beginner
CrossFit,45,High,Muscle Gain,Beginner
Yoga,28,Medium,Weight Loss,Beginner
Cardio,80,Low,Flexibility,Beginner
CrossFit,73,High,Weight Loss,Beginner
Running,55,Low,Weight Loss,Intermediate
Cycling,82,Medium,Weight Loss,Beginner
CrossFit,34,High,Weight Loss,Advanced
Cycling,36,High,Muscle Gain,Intermediate
CrossFit,27,High,General Fitness,Intermediate
HIIT,83,Medium,Endurance,Beginner
Yoga,37,High,Muscle Gain,Beginner
Running,70,Medium,Endurance,Beginner
Cardio,44,High,Weight Loss,Intermediate
Boxing,31,Low,Flexibility,Advanced
Pilates,40,Low,Muscle Gain,Beginner
Pilates,49,High,General Fitness,Advanced
Running,81,High,General Fitness,Intermediate
HIIT,29,Low,Endurance,Intermediate
Swimming,78,High,Endurance,Beginner
HIIT,44,Low,Flexibility,Beginner
Pilates,28,Medium,Muscle Gain,Beginner
Running,40,Medium,General Fitness,Intermediate
Cardio,78,Low,Flexibility,Intermediate
CrossFit,82,High,General Fitness,Advanced
Cardio,27,High,Flexibility,Intermediate
Strength Training,32,Medium,Muscle Gain,Intermediate
Boxing,55,Medium,Endurance,Intermediate
Pilates,79,Medium,General Fitness,Beginner
Boxing,67,Medium,Weight Loss,Beginner
Cardio,63,Low,General Fitness,Intermediate
Swimming,48,Medium,Weight Loss,Intermediate
Swimming,32,Medium,Endurance,Advanced
CrossFit,52,Low,Muscle Gain,Intermediate
Strength Training,48,Low,Endurance,Intermediate
Yoga,17,Low,Muscle Gain,Beginner
Cycling,22,High,General Fitness,Beginner
Strength Training,69,High,Endurance,Advanced
Strength Training,44,High,Flexibility,Advanced
Cardio,73,High,Flexibility,Intermediate
Running,77,Low,Muscle Gain,Beginner
Cardio,50,Low,Endurance,Intermediate
Pilates,55,High,Endurance,Beginner
Yoga,26,Low,Muscle Gain,Advanced
HIIT,39,Medium,Muscle Gain,Advanced
CrossFit,68,Low,Flexibility,Intermediate
Swimming,22,Low,Weight Loss,Intermediate
Strength Training,83,Medium,Flexibility,Advanced
Strength Training,66,Low,Weight Loss,Intermediate
Swimming,70,High,Endurance,Advanced
HIIT,15,Low,General Fitness,Beginner
Swimming,83,High,Endurance,Advanced
CrossFit,61,Low,Flexibility,Advanced
Swimming,76,Low,Weight Loss,Advanced
Strength Training,76,Medium,Muscle Gain,Beginner
Cycling,60,Low,Endurance,Beginner
Strength Training,88,High,Weight Loss,Advanced
Cardio,23,High,Endurance,Beginner
Strength Training,46,Low,Muscle Gain,Beginner
Cardio,59,Low,General Fitness,Intermediate
Boxing,69,Medium,Weight Loss,Intermediate
Pilates,61,Low,Weight Loss,Beginner
Cycling,75,High,Muscle Gain,Intermediate
Boxing,33,High,Endurance,Advanced
Cardio,30,Low,General Fitness,Beginner
Yoga,62,Medium,General Fitness,Beginner
Pilates,40,Medium,General Fitness,Beginner
Yoga,84,Low,Endurance,Intermediate
Swimming,51,Low,Muscle Gain,Intermediate
Cycling,45,Medium,Endurance,Intermediate
Yoga,47,High,Muscle Gain,Advanced
Swimming,35,High,Weight Loss,Beginner
Running,73,Medium,Muscle Gain,Advanced
Running,38,Medium,General Fitness,Beginner
Running,75,High,Flexibility,Intermediate
Swimming,16,High,Weight Loss,Beginner
Yoga,66,Medium,Flexibility,Beginner
Boxing,23,Medium,General Fitness,Beginner
Running,77,Medium,Endurance,Advanced
Strength Training,31,High,Endurance,Beginner
Boxing,61,High,General Fitness,Advanced
Yoga,80,High,Flexibility,Intermediate
Cardio,84,Low,General Fitness,Beginner
Cardio,66,Medium,Endurance,Intermediate
Boxing,27,Low,Muscle Gain,Advanced
Strength Training,86,Low,General Fitness,Intermediate
HIIT,83,Medium,Weight Loss,Beginner
Strength Training,50,Medium,Muscle Gain,Advanced
Cardio,69,Medium,General Fitness,Advanced
Running,35,Low,Endurance,Advanced
Boxing,22,Medium,General Fitness,Intermediate
HIIT,20,High,Weight Loss,Advanced
